-0.92,8.72,-4.21,-0.03,-0.04,-0.08,-4.96
-0.95,8.80,-4.22,-0.02,-0.10,-0.06,-4.96
-0.20,8.72,-4.67,-0.06,-0.05,-0.07,-4.91
-0.48,8.78,-4.24,-0.06,0.02,-0.10,-4.91
-0.84,8.86,-3.91,-0.04,0.02,-0.12,-4.83
-0.61,8.86,-3.90,-0.00,0.00,-0.13,-4.83
-0.92,8.91,-4.14,0.01,0.04,-0.13,-4.83
-1.56,8.94,-3.97,0.00,-0.03,-0.10,-4.87
-1.03,8.93,-3.90,0.01,-0.12,-0.06,-4.87
-0.68,8.84,-4.07,0.02,-0.07,-0.09,-4.87
-1.07,8.84,-4.10,0.03,-0.05,-0.09,-4.87
-1.08,8.74,-4.12,0.03,-0.06,-0.07,-4.87
-1.08,8.96,-4.44,0.02,-0.04,-0.06,-4.99
-0.68,8.80,-4.56,-0.03,0.04,-0.05,-4.99
-1.05,8.72,-4.16,-0.02,0.02,-0.03,-5.02
-0.56,8.75,-4.04,0.00,0.06,-0.05,-5.02
-0.88,8.84,-3.55,0.02,0.15,-0.08,-5.02
-1.62,9.12,-3.46,0.03,0.05,-0.04,-5.07
-1.07,8.88,-3.86,0.04,-0.03,-0.00,-5.07
-1.04,8.66,-3.77,0.08,-0.04,-0.00,-4.93
-1.11,9.04,-3.62,0.09,-0.07,-0.01,-4.93
-0.47,8.96,-4.19,0.10,-0.04,-0.04,-4.93
-0.73,8.89,-4.44,0.07,0.02,-0.09,-4.93
-1.03,8.71,-4.36,0.05,-0.05,-0.10,-4.93
-0.71,8.79,-4.70,0.01,-0.06,-0.09,-4.90
0.07,8.60,-4.64,-0.04,0.06,-0.11,-4.90
-0.01,8.81,-3.71,-0.02,0.22,-0.27,-4.90
-1.95,9.13,-4.23,-0.00,0.14,-0.29,-5.06
-1.21,8.74,-4.86,-0.02,-0.01,-0.17,-5.06
-1.23,8.97,-4.47,-0.07,0.03,-0.18,-4.97
-1.33,8.77,-4.45,-0.08,-0.07,-0.14,-4.97
-1.17,8.63,-4.77,-0.10,-0.15,-0.11,-4.97
-0.79,8.76,-4.80,-0.13,-0.19,-0.08,-4.97
-0.34,8.66,-4.31,-0.15,-0.19,-0.14,-4.97
-0.99,8.71,-4.74,-0.15,-0.20,-0.16,-4.99
-1.23,8.72,-4.72,-0.16,-0.25,-0.13,-4.99
-2.14,8.92,-3.93,-0.19,-0.29,-0.10,-4.99
-1.43,8.95,-3.68,-0.18,-0.35,-0.05,-5.12
-0.45,8.91,-3.74,-0.18,-0.26,-0.09,-5.12
-0.94,8.92,-4.05,-0.22,-0.25,-0.21,-5.20
-1.48,8.85,-3.88,-0.22,-0.38,-0.21,-5.20
-1.03,8.73,-3.68,-0.22,-0.42,-0.21,-5.20
-1.49,8.83,-3.08,-0.21,-0.36,-0.26,-5.20
-1.37,9.11,-3.68,-0.20,-0.36,-0.26,-5.20
-1.98,8.77,-3.85,-0.24,-0.42,-0.28,-4.96
-0.87,8.66,-3.49,-0.23,-0.53,-0.29,-4.96
-0.08,9.58,-3.49,-0.18,-0.52,-0.40,-4.96
-1.40,9.98,-4.15,-0.20,-0.52,-0.48,-4.60
-0.70,9.82,-4.05,-0.21,-0.74,-0.56,-4.60
-0.86,11.39,-4.85,-0.33,-0.48,-0.64,-4.75
-3.23,11.09,-3.90,-0.46,-0.27,-0.63,-4.75
-3.86,13.44,-3.27,-0.47,-0.49,-0.49,-4.75
-1.93,13.95,-3.93,-0.49,-0.56,-0.31,-4.75
-1.72,15.50,-3.63,-0.47,-0.64,-0.19,-4.75
1.29,16.08,-3.07,-0.50,-1.11,-0.11,-4.89
5.71,15.69,-4.70,-0.59,-1.37,-0.20,-4.89
6.55,14.66,-4.91,-0.66,-1.82,-0.44,-4.89
4.30,13.27,-3.23,-0.62,-1.90,-0.84,-4.95
-2.78,14.11,-3.99,-0.28,-0.37,-2.29,-4.95
-12.13,13.87,-4.29,0.06,0.14,-3.52,-5.07
-17.06,17.81,-9.25,-0.28,-0.02,-4.37,-5.07
-13.56,16.12,-7.27,-0.30,-0.61,-4.37,-5.07
-9.96,16.72,-3.48,-0.65,-1.48,-4.37,-5.07
-3.86,12.28,-4.91,-0.97,-1.67,-4.26,-5.07
-1.33,10.08,-3.59,-0.97,-0.68,-3.93,-5.20
-2.25,6.54,-2.03,-0.72,0.29,-3.72,-5.20
-0.60,5.39,-1.01,-0.54,0.78,-2.88,-5.20
1.88,3.22,-0.12,-0.46,1.00,-2.14,-5.30
2.38,1.33,-0.59,-0.27,1.50,-1.29,-5.30
3.80,0.05,-1.09,-0.11,2.03,-0.19,-5.19
1.01,-0.66,0.58,0.07,1.93,0.68,-5.19
3.04,-0.30,-0.70,0.05,1.74,2.03,-5.19
2.75,-0.34,-0.10,0.06,1.35,2.91,-5.27
2.30,0.58,-0.33,0.04,1.48,3.67,-5.27
1.20,0.38,-0.23,0.03,1.64,4.11,-5.27
-1.76,1.10,-0.67,0.01,1.67,4.37,-5.27
-4.50,2.29,-1.42,-0.01,1.54,4.37,-5.27
-7.25,3.63,-2.46,0.11,1.28,4.22,-5.28
-10.45,5.59,-3.22,0.11,1.01,3.71,-5.28
-11.02,5.49,-2.83,0.15,0.96,2.91,-5.59
-14.52,4.36,-4.72,0.24,0.92,2.08,-5.59
-17.53,5.16,-5.40,0.23,0.43,1.43,-5.59
-13.37,4.51,-2.98,0.10,-0.29,0.97,-5.41
-18.50,8.00,-13.48,0.54,0.13,-0.15,-5.41
-14.27,19.61,-13.39,-0.98,-1.82,-0.50,-5.41
12.79,-3.22,3.69,-0.16,-1.34,-0.39,-5.41
-8.70,3.98,-2.47,-0.44,1.00,-1.26,-5.41
-6.09,10.03,-2.93,-0.39,-0.12,-0.40,-5.42
-4.61,8.56,-3.73,-0.34,0.20,-0.43,-5.42
-6.68,9.33,-3.12,-0.28,-0.06,0.07,-5.31
-2.97,8.46,-2.27,-0.20,-0.04,0.24,-5.31
-3.53,8.74,-3.64,-0.21,0.27,0.23,-5.31
-4.24,9.18,-2.82,-0.22,0.31,0.37,-5.15
-4.37,8.90,-2.07,-0.12,0.19,0.55,-5.15
-3.98,8.99,-2.05,0.00,0.04,0.74,-5.15
-2.92,9.31,-2.30,0.10,-0.03,0.75,-5.15
-2.57,8.78,-2.86,0.17,-0.11,0.70,-5.15
-1.50,9.04,-3.93,0.14,-0.25,0.65,-5.23
-1.91,8.93,-3.94,0.10,-0.45,0.59,-5.23
-0.16,8.71,-3.87,0.06,-0.53,0.51,-5.27
0.21,8.96,-3.68,0.05,-0.44,0.29,-5.27
-0.17,9.23,-3.70,0.03,-0.50,0.07,-5.27
-0.68,8.74,-3.42,0.00,-0.49,-0.10,-5.38
-1.47,9.44,-3.72,-0.03,-0.55,-0.24,-5.38
0.10,8.61,-4.44,-0.09,-0.56,-0.37,-5.38
-1.24,9.54,-4.57,-0.17,-0.31,-0.50,-5.38
-3.17,9.90,-3.75,-0.14,-0.39,-0.45,-5.38
-2.23,10.01,-4.49,-0.22,-0.28,-0.36,-5.24
-3.00,11.88,-3.50,-0.29,-0.14,-0.25,-5.24
-3.11,12.89,-3.14,-0.31,-0.18,-0.14,-5.21
-0.78,13.62,-3.45,-0.34,-0.28,-0.06,-5.21
-0.48,14.63,-3.56,-0.29,-0.51,-0.09,-5.21
0.75,15.37,-3.59,-0.34,-0.85,0.00,-5.49
3.76,15.59,-3.53,-0.38,-1.46,0.07,-5.49
6.57,13.97,-2.82,-0.48,-1.98,0.02,-5.49
