timestamp,aX,aY,aZ,gX,gY,gZ,xP
0,-0.44,8.87,-4.15,-0.04,-0.07,-0.07,-7.23
20,-0.76,9.09,-4.02,-0.07,-0.07,-0.07,-7.10
40,-0.50,8.95,-3.75,-0.08,-0.12,-0.08,-7.10
60,-0.56,9.18,-3.85,-0.09,-0.19,-0.11,-7.10
80,-0.47,9.03,-4.00,-0.12,-0.17,-0.14,-7.22
100,-0.48,9.03,-3.84,-0.15,-0.17,-0.19,-7.22
120,-0.69,8.99,-3.88,-0.17,-0.20,-0.23,-7.22
140,-0.39,9.28,-3.78,-0.19,-0.26,-0.29,-7.22
160,0.22,9.28,-3.54,-0.21,-0.37,-0.37,-7.22
180,-0.08,8.89,-4.26,-0.23,-0.30,-0.47,-7.31
200,-0.80,9.24,-4.12,-0.30,-0.31,-0.56,-7.31
220,-0.38,9.57,-3.46,-0.36,-0.65,-0.68,-7.03
240,1.89,8.98,-4.04,-0.39,-0.80,-0.88,-7.03
260,1.11,9.80,-4.21,-0.43,-0.68,-1.21,-7.03
280,-0.84,10.51,-3.75,-0.44,-0.85,-1.43,-6.99
300,-0.45,11.42,-3.27,-0.39,-1.10,-1.58,-6.99
320,-0.43,14.35,-3.14,-0.29,-1.20,-1.76,-6.99
340,0.32,17.63,-4.36,-0.28,-1.30,-1.93,-6.99
360,2.64,16.97,-5.57,-0.37,-1.19,-2.05,-6.99
380,-0.12,13.21,-5.02,-0.58,-0.96,-2.04,-7.09
400,-1.58,8.19,-3.93,-0.62,-0.53,-1.74,-7.09
420,-2.36,4.50,-4.54,-0.23,0.29,-1.60,-7.27
440,-4.69,5.24,-2.20,-0.26,-0.03,-0.70,-7.27
460,-3.06,4.66,-2.35,-0.09,-0.30,0.11,-7.27
480,-0.31,3.85,-1.75,0.09,-0.27,0.85,-7.08
500,-0.59,2.67,-2.03,0.27,-0.20,1.16,-7.08
520,-0.73,3.46,-1.71,0.44,-0.09,1.56,-7.08
540,-1.88,4.47,-1.68,0.55,-0.01,1.90,-7.08
560,-2.34,4.99,-1.33,0.68,-0.03,2.28,-7.08
