timestamp,aX,aY,aZ,gX,gY,gZ,xP
0,0.38,9.03,-2.42,0.23,0.28,0.45,-1.40
20,0.37,9.10,-2.39,0.24,0.23,0.61,-1.40
40,0.63,9.23,-2.50,0.26,0.21,0.76,-1.54
60,0.60,9.29,-2.29,0.27,0.19,0.84,-1.54
80,0.64,9.54,-2.34,0.30,0.20,0.93,-1.54
100,0.74,9.65,-2.37,0.30,0.25,0.99,-1.29
120,0.96,9.70,-2.52,0.30,0.32,1.02,-1.29
140,0.73,9.67,-2.46,0.31,0.41,1.00,-1.24
160,0.53,9.79,-2.44,0.30,0.44,1.00,-1.24
180,0.75,9.86,-2.45,0.28,0.47,0.99,-1.24
200,1.02,9.69,-2.46,0.25,0.52,0.96,-1.24
220,0.86,9.60,-2.49,0.24,0.56,0.89,-1.24
240,0.54,9.58,-2.34,0.23,0.51,0.85,-1.40
260,0.44,9.50,-2.17,0.20,0.38,0.84,-1.40
280,0.11,9.25,-2.17,0.20,0.21,0.79,-1.40
300,0.41,9.20,-2.38,0.21,0.06,0.74,-1.37
320,0.59,9.09,-2.37,0.18,-0.01,0.67,-1.37
340,0.41,8.80,-2.14,0.18,-0.07,0.48,-1.28
360,1.13,9.07,-2.27,0.17,-0.12,0.45,-1.28
380,1.32,9.21,-2.22,0.13,-0.17,0.33,-1.28
400,0.39,9.12,-2.06,0.14,-0.23,0.17,-1.63
420,0.56,8.95,-2.36,0.12,-0.32,0.07,-1.63
440,1.49,9.17,-2.56,0.11,-0.18,-0.08,-1.63
460,0.46,9.16,-2.59,0.09,-0.06,-0.41,-1.63
480,1.58,9.53,-2.34,0.09,0.06,-0.48,-1.63
500,4.53,9.78,-3.13,0.14,0.18,-0.42,-1.21
520,5.54,10.04,-1.50,0.16,0.37,-0.30,-1.21
540,0.65,8.77,-3.05,0.33,0.59,-0.75,-1.12
560,-0.64,12.15,-3.11,0.27,0.40,-0.83,-1.12
580,2.11,8.82,-2.45,0.30,0.01,-0.59,-1.12
600,1.52,8.55,-3.36,0.26,-0.03,-0.72,-1.34
620,1.49,9.16,-4.03,0.27,-0.02,-0.71,-1.34
640,0.83,9.03,-3.31,0.28,-0.14,-0.68,-1.34
660,1.05,9.32,-3.24,0.28,-0.24,-0.64,-1.34
680,0.36,9.52,-2.93,0.26,-0.22,-0.61,-1.34
700,0.06,9.24,-2.90,0.28,-0.21,-0.51,-1.35
720,0.44,9.15,-2.78,0.30,-0.28,-0.44,-1.35
740,-0.53,9.56,-2.59,0.29,-0.30,-0.41,-1.39
760,-0.47,9.41,-3.37,0.30,-0.49,-0.29,-1.39
780,0.63,9.18,-4.43,0.26,-0.63,-0.24,-1.39
800,1.03,8.97,-4.75,0.18,-0.76,-0.26,-1.39
820,1.15,9.04,-4.97,0.12,-0.79,-0.24,-1.39
840,0.62,9.24,-4.42,0.05,-0.69,-0.29,-1.39
860,0.59,9.09,-4.07,0.03,-0.67,-0.29,-1.39
880,0.23,9.21,-3.85,0.02,-0.70,-0.30,-1.39
900,-0.09,9.24,-3.84,0.01,-0.81,-0.25,-1.31
920,1.45,8.74,-4.19,0.01,-0.70,-0.27,-1.31
940,0.22,9.07,-4.07,0.02,-0.53,-0.34,-1.51
960,0.31,8.67,-4.12,0.02,-0.57,-0.33,-1.51
980,0.96,8.68,-4.53,0.03,-0.46,-0.37,-1.51
1000,0.08,9.08,-3.92,0.01,-0.33,-0.44,-1.53
1020,-0.31,9.38,-3.32,-0.02,-0.30,-0.45,-1.53
1040,-0.23,9.12,-3.27,-0.02,-0.26,-0.50,-1.53
1060,-0.47,9.02,-3.61,-0.02,-0.19,-0.52,-1.53
1080,-0.11,8.74,-4.15,-0.02,-0.10,-0.55,-1.53
1100,-0.17,8.62,-4.47,-0.00,0.04,-0.56,-1.52
1120,-0.50,8.68,-4.39,-0.02,0.19,-0.59,-1.52
1140,-2.12,9.73,-3.22,-0.10,0.12,-0.60,-1.76
1160,-1.84,9.85,-2.74,-0.10,-0.20,-0.51,-1.76
1180,-0.79,9.28,-3.52,-0.12,-0.27,-0.53,-1.76
1200,-0.84,9.16,-4.17,-0.15,-0.27,-0.57,-1.63
1220,-1.02,8.69,-3.90,-0.19,-0.19,-0.59,-1.63
1240,-1.96,8.98,-3.49,-0.18,-0.24,-0.58,-1.66
1260,-1.61,9.18,-3.47,-0.19,-0.25,-0.57,-1.66
1280,-1.80,9.33,-3.45,-0.21,-0.29,-0.59,-1.66
1300,-2.05,9.43,-3.48,-0.24,-0.40,-0.57,-1.66
1320,-1.08,9.26,-3.98,-0.28,-0.39,-0.60,-1.66
1340,-1.75,9.40,-3.96,-0.33,-0.33,-0.68,-1.34
1360,-2.10,9.90,-3.72,-0.37,-0.37,-0.69,-1.34
1380,-2.32,10.52,-3.39,-0.41,-0.42,-0.71,-1.34
1400,-2.26,10.68,-3.17,-0.46,-0.53,-0.72,-1.33
1420,-0.99,10.22,-3.60,-0.51,-0.56,-0.78,-1.33
