-0.09,9.71,-2.52,-0.26,-0.26,-0.45,-2.90
0.08,10.04,-2.38,-0.28,-0.33,-0.52,-2.90
0.15,10.00,-2.38,-0.31,-0.41,-0.62,-3.12
0.25,10.30,-2.15,-0.33,-0.52,-0.75,-3.12
0.47,11.10,-2.09,-0.34,-0.68,-0.89,-3.25
0.88,12.46,-2.19,-0.39,-0.79,-1.03,-3.25
2.29,13.50,-1.88,-0.43,-0.87,-1.25,-3.25
2.81,14.06,-1.31,-0.48,-0.85,-1.52,-3.25
2.09,14.56,-0.80,-0.53,-0.70,-1.71,-3.25
0.35,13.09,-1.27,-0.62,-0.61,-1.71,-3.33
0.36,9.96,-2.40,-0.58,-0.14,-1.54,-3.33
-1.98,6.31,-1.75,-0.43,0.59,-1.48,-3.33
-6.12,4.81,-3.16,-0.00,0.98,-1.32,-3.23
-5.19,5.33,-3.00,0.08,0.53,-0.65,-3.23
-3.84,4.43,-1.53,-0.06,-0.19,0.07,-3.40
-2.83,3.62,-0.62,-0.06,-0.50,0.66,-3.40
-2.25,3.68,-1.78,0.15,-0.52,1.09,-3.40
-0.20,4.86,-2.05,0.20,-0.53,1.59,-3.40
0.38,5.54,-1.52,0.27,-0.41,1.88,-3.40
0.07,6.37,-1.55,0.41,-0.19,2.10,-3.27
-0.25,7.19,-1.27,0.47,0.02,2.27,-3.27
-0.94,8.14,-0.71,0.52,0.16,2.39,-3.27
-1.55,9.00,-0.37,0.59,0.15,2.46,-3.52
-1.74,9.26,-0.78,0.59,0.07,2.52,-3.52
-1.98,9.62,-1.31,0.55,-0.05,2.45,-3.11
-2.47,9.72,-1.34,0.47,-0.21,2.32,-3.11
-2.67,9.80,-1.55,0.34,-0.45,2.10,-3.11
-1.87,9.29,-1.49,0.22,-0.58,1.83,-3.21
-1.39,8.33,-1.55,0.23,-0.56,1.49,-3.21
-1.08,7.27,-1.28,0.33,-0.46,1.12,-3.21
-0.80,7.40,-0.92,0.41,-0.46,0.82,-3.21
-0.28,8.17,-0.72,0.37,-0.47,0.58,-3.21
0.36,8.57,-0.92,0.27,-0.47,0.39,-3.36
0.48,8.58,-0.98,0.20,-0.58,0.23,-3.36
0.42,8.27,-0.58,0.07,-0.79,0.12,-3.15
1.13,7.96,-0.73,-0.02,-0.87,0.00,-3.15
2.01,9.75,-0.87,-0.09,-1.01,-0.21,-3.15
2.28,10.41,-0.98,-0.12,-0.82,-0.46,-3.09
