Time(ms),accX,accY,accZ,gyX,gyY,gyZ,Pressure
1780,-0.15,9.59,-1.45,0.01,-0.03,-0.03,-0.36
1800,-0.18,9.58,-1.59,0.0,-0.02,-0.04,-0.36
1820,-0.22,9.61,-1.43,0.01,-0.01,-0.04,-0.36
1840,-0.31,9.6,-1.45,0.01,-0.01,-0.04,-0.36
1860,-0.21,9.62,-1.51,0.01,-0.02,-0.03,-0.26
1880,-0.25,9.63,-1.43,0.01,-0.02,-0.03,-0.26
1900,-0.2,9.59,-1.49,0.01,-0.02,-0.03,-0.26
1920,-0.32,9.61,-1.48,0.01,-0.02,-0.03,-0.29
1940,-0.27,9.61,-1.43,0.01,-0.02,-0.03,-0.29
1960,-0.22,9.67,-1.44,0.01,-0.02,-0.03,-0.11
1980,-0.23,9.57,-1.41,0.01,-0.01,-0.03,-0.11
2000,-0.28,9.63,-1.35,0.01,-0.02,-0.03,-0.11
2020,-0.25,9.63,-1.41,0.01,-0.02,-0.03,-0.11
2040,-0.35,9.57,-1.5,0.01,-0.02,-0.03,-0.11
2060,-0.26,9.65,-1.41,0.01,-0.04,-0.03,-0.27
2080,-0.21,9.62,-1.5,0.01,-0.03,-0.04,-0.27
2100,-0.17,9.64,-1.51,0.02,-0.02,-0.04,-0.27
2120,-0.25,9.62,-1.47,0.02,-0.02,-0.04,-0.21
2140,-0.24,9.65,-1.47,0.02,-0.02,-0.04,-0.21
2160,-0.25,9.58,-1.43,0.01,-0.03,-0.04,-0.36
2180,-0.25,9.6,-1.48,0.01,-0.04,-0.04,-0.36
2200,-0.15,9.57,-1.47,0.01,-0.03,-0.05,-0.36
2220,-0.25,9.59,-1.52,0.01,-0.02,-0.04,-0.36
2240,-0.31,9.62,-1.56,0.02,-0.02,-0.04,-0.36
2260,-0.34,9.67,-1.41,0.01,-0.02,-0.03,-0.33
2280,-0.28,9.6,-1.47,0.01,-0.02,-0.03,-0.33
2300,-0.23,9.6,-1.46,0.01,-0.03,-0.03,-0.33
2320,-0.21,9.61,-1.56,0.01,-0.03,-0.04,-0.53
2340,-0.22,9.6,-1.47,0.02,-0.02,-0.05,-0.53
2360,-0.24,9.54,-1.53,0.01,-0.01,-0.05,-0.19
2380,-0.34,9.58,-1.51,0.01,-0.02,-0.04,-0.19
2400,-0.26,9.63,-1.5,0.01,-0.02,-0.04,-0.19
2420,-0.34,9.61,-1.51,0.02,-0.02,-0.04,-0.19
2440,-0.34,9.62,-1.57,0.01,-0.02,-0.04,-0.19
2460,-0.3,9.67,-1.55,0.0,-0.02,-0.04,-0.4
2480,-0.29,9.64,-1.44,0.01,-0.03,-0.03,-0.4
2500,-0.19,9.6,-1.55,0.02,-0.02,-0.04,-0.4
2520,-0.25,9.59,-1.54,0.01,-0.01,-0.04,-0.27
2540,-0.28,9.64,-1.5,0.01,-0.02,-0.04,-0.27
2560,-0.32,9.6,-1.48,0.01,-0.02,-0.04,-0.23
2580,-0.25,9.61,-1.5,0.01,-0.02,-0.04,-0.23
2600,-0.31,9.58,-1.51,0.01,-0.02,-0.04,-0.23
2620,-0.28,9.64,-1.45,0.01,-0.02,-0.04,-0.23
2640,-0.3,9.63,-1.49,0.01,-0.02,-0.04,-0.23
2660,-0.31,9.58,-1.49,0.01,-0.01,-0.04,-0.43
2680,-0.17,9.62,-1.57,0.01,-0.02,-0.04,-0.43
2700,-0.32,9.59,-1.41,0.02,-0.01,-0.04,-0.43
2720,-0.31,9.66,-1.53,0.01,-0.02,-0.04,-0.24
2740,-0.25,9.62,-1.49,0.01,-0.02,-0.04,-0.24
2760,-0.3,9.56,-1.63,0.01,-0.02,-0.04,-0.08
2780,-0.3,9.64,-1.42,0.01,-0.02,-0.04,-0.08
2800,-0.3,9.6,-1.49,0.01,-0.02,-0.04,-0.08
2820,-0.29,9.57,-1.55,0.01,-0.01,-0.04,-0.08
2840,-0.34,9.66,-1.55,0.02,-0.01,-0.04,-0.08
2860,-0.36,9.58,-1.46,0.01,-0.02,-0.03,-0.27
2880,-0.27,9.62,-1.43,0.01,-0.04,-0.03,-0.27
2900,-0.25,9.55,-1.49,0.01,-0.02,-0.03,-0.27
2920,-0.26,9.6,-1.56,0.02,-0.01,-0.04,-0.3
2940,-0.4,9.6,-1.54,0.01,-0.0,-0.04,-0.3
2960,-0.39,9.6,-1.49,0.01,-0.02,-0.03,-0.48
2980,-0.33,9.59,-1.49,0.02,-0.02,-0.03,-0.48
3000,-0.24,9.62,-1.55,0.01,-0.02,-0.03,-0.48
3020,-0.29,9.65,-1.48,0.01,-0.01,-0.04,-0.48
3040,-0.32,9.63,-1.48,0.01,-0.02,-0.04,-0.48
3060,-0.28,9.63,-1.48,0.01,-0.02,-0.03,-0.16
3080,-0.29,9.59,-1.54,0.02,-0.02,-0.04,-0.16
3100,-0.34,9.56,-1.47,0.01,-0.01,-0.03,-0.16
3120,-0.3,9.63,-1.56,0.01,-0.01,-0.04,-0.04
3140,-0.28,9.64,-1.56,0.01,-0.02,-0.04,-0.04
3160,-0.35,9.62,-1.51,0.01,-0.01,-0.04,-0.06
3180,-0.32,9.56,-1.57,0.01,-0.01,-0.04,-0.06
3200,-0.28,9.56,-1.54,0.01,-0.01,-0.04,-0.06
3220,-0.35,9.66,-1.48,0.01,-0.01,-0.04,-0.06
3240,-0.37,9.62,-1.49,0.01,-0.02,-0.04,-0.06
3260,-0.38,9.57,-1.55,0.01,-0.03,-0.04,-0.3
3280,-0.46,9.67,-1.51,0.01,-0.01,-0.04,-0.3
3300,-0.35,9.5,-1.5,0.01,-0.02,-0.03,-0.3
3320,-0.3,9.59,-1.58,0.01,-0.01,-0.04,-0.22
3340,-0.34,9.6,-1.56,0.01,-0.01,-0.04,-0.22
3360,-0.37,9.6,-1.52,0.01,-0.02,-0.04,-0.37
3380,-0.32,9.57,-1.46,0.01,-0.02,-0.04,-0.37
