Time(ms),accX,accY,accZ,gyX,gyY,gyZ,Pressure
1840,-11.05,10.1,-7.72,0.87,2.21,-2.59,-0.17
1860,-2.15,19.61,-7.43,0.05,1.48,-2.71,-0.17
1880,7.08,13.7,5.83,0.46,-0.8,-0.71,0.27
1900,0.43,11.0,-7.13,1.16,-1.75,-3.84,0.27
1920,-3.21,8.43,3.38,0.64,-0.24,-3.87,0.27
1940,-5.21,6.64,-4.9,1.35,1.02,-2.62,-0.31
1960,-3.79,9.2,-4.97,0.66,1.56,-1.79,-0.31
1980,-4.37,10.84,-5.96,0.52,0.36,-1.52,-0.41
2000,-4.89,10.37,-3.55,0.27,-0.54,-1.04,-0.41
2020,-5.17,10.09,-3.81,0.24,-1.86,-0.56,-0.41
2040,-1.95,10.26,-2.55,0.11,-1.98,0.01,-0.41
2060,3.0,10.47,-4.01,-0.11,-1.72,-0.14,-0.41
2080,5.49,8.97,-4.5,-0.08,-0.92,-0.7,-0.61
2100,2.94,8.6,-3.77,0.09,-0.04,-1.1,-0.61
2120,-1.13,8.47,-3.58,0.16,-0.08,-0.77,-0.61
2140,-2.72,8.96,-3.07,0.12,-0.89,-0.84,-0.59
2160,-1.2,9.51,-3.83,0.12,-1.43,-0.79,-0.59
2180,-0.48,9.54,-4.08,0.11,-1.43,-0.82,-0.68
2200,0.32,10.16,-3.61,0.03,-1.39,-0.83,-0.68
2220,1.61,10.22,-2.16,-0.01,-1.27,-1.06,-0.68
2240,2.77,10.49,-2.2,-0.04,-1.12,-1.53,-0.68
2260,2.52,12.02,-2.43,-0.1,-0.97,-2.07,-0.68
2280,1.46,13.24,-1.59,-0.21,-0.91,-2.58,-0.68
2300,0.42,14.43,-1.14,-0.22,-1.0,-2.84,-0.68
2320,1.68,15.65,-1.13,-0.43,-1.19,-3.1,-0.68
2340,5.4,16.65,-2.26,-0.52,-1.45,-3.42,-0.69
2360,8.81,19.61,-4.85,-0.46,-1.64,-3.61,-0.69
2380,12.08,19.61,-3.31,-0.35,-2.58,-3.36,-0.83
2400,9.77,11.64,-4.94,-0.01,-2.85,-3.66,-0.83
2420,-2.48,6.53,-11.6,0.66,-0.67,-4.37,-0.83
2440,-9.15,11.78,-13.36,0.73,2.28,-4.37,-0.83
2460,-4.22,12.46,-6.04,0.51,2.84,-2.24,-0.83
2480,-3.12,5.4,-1.4,0.05,0.62,0.09,-1.07
2500,-5.44,3.16,-0.13,-0.42,-0.21,1.53,-1.07
2520,-4.58,1.73,2.23,-0.66,-0.85,3.25,-1.07
2540,-2.06,0.13,2.68,-0.5,-1.25,4.37,-1.17
2560,1.0,-0.19,0.89,-0.08,-0.46,4.37,-1.17
2580,3.83,1.15,-0.76,0.32,1.65,4.37,-0.98
2600,2.53,4.52,-2.08,0.3,2.65,4.37,-0.98
2620,-2.26,9.2,-1.96,0.4,3.6,4.37,-0.98
2640,-5.62,15.79,-3.75,0.05,3.01,4.37,-0.98
2660,-7.81,18.42,-2.52,-0.39,2.87,4.37,-0.98
2680,-11.43,18.86,-4.66,-0.5,1.74,4.37,-1.17
2700,-17.02,14.31,-7.03,-0.4,0.69,4.37,-1.17
2720,-15.84,12.77,-8.27,-0.54,-0.63,4.37,-1.17
2740,-8.06,6.09,-5.01,0.19,-0.35,2.4,-0.37
2760,-9.26,5.74,-5.86,0.87,0.84,-0.68,-0.37
2780,-14.4,11.2,-4.39,0.45,0.93,-2.77,-0.03
2800,-1.09,19.61,-6.04,-0.4,1.06,-2.02,-0.03
2820,9.3,19.61,8.95,1.09,-0.25,-0.5,-0.03
2840,-0.56,9.83,-0.42,0.82,0.17,-4.37,-0.03
2860,-5.21,3.94,-3.6,1.79,1.22,-4.26,-0.03
2880,-5.26,7.4,-8.69,0.33,2.0,-2.34,-0.3
2900,-9.69,10.16,-4.28,0.44,0.7,-1.85,-0.3
2920,-7.55,10.77,-5.12,0.15,-1.05,-0.96,-0.3
2940,-3.92,9.85,-4.09,-0.02,-2.23,-0.28,-0.72
2960,-0.51,11.2,-3.53,-0.06,-2.58,0.06,-0.72
2980,3.08,10.41,-3.7,-0.15,-2.06,-0.17,-0.84
3000,5.86,8.46,-4.09,-0.2,-0.8,-0.68,-0.84
3020,5.13,7.57,-3.54,-0.03,0.18,-1.28,-0.84
3040,-0.9,8.75,-4.39,0.17,0.46,-1.27,-0.84
3060,-3.36,8.83,-4.14,0.09,-0.17,-1.12,-0.84
3080,-3.32,9.01,-4.27,0.11,-1.42,-0.95,-0.67
3100,-2.31,9.79,-4.44,0.02,-1.96,-0.72,-0.67
3120,-0.23,10.9,-3.1,-0.07,-2.06,-0.67,-0.67
3140,2.65,10.55,-2.09,-0.07,-1.94,-1.02,-0.97
3160,4.39,11.34,-1.26,-0.23,-1.64,-1.6,-0.97
3180,3.87,12.69,-1.71,-0.28,-0.97,-2.36,-0.89
3200,2.2,13.16,-1.43,-0.35,-0.52,-2.85,-0.89
3220,1.09,13.92,-1.33,-0.42,-0.46,-3.14,-0.89
3240,3.75,15.31,-1.43,-0.49,-0.83,-3.48,-0.89
3260,6.7,18.17,-3.92,-0.55,-1.32,-3.82,-0.89
3280,9.45,19.61,-6.06,-0.42,-1.81,-3.86,-1.08
3300,9.41,16.82,-2.95,-0.21,-3.49,-3.46,-1.08
3320,2.05,10.63,-5.33,0.06,-2.95,-4.37,-1.08
3340,-4.99,9.62,-13.86,0.76,-0.02,-4.37,-0.94
3360,-9.53,13.56,-10.08,0.52,2.78,-3.9,-0.94
3380,-3.88,8.02,-4.98,0.05,2.53,-0.75,-1.26
3400,-3.17,3.25,-0.59,-0.51,0.8,1.13,-1.26
3420,-4.49,1.48,2.02,-0.73,-0.41,2.43,-1.26
3440,-4.36,0.86,2.59,-0.58,-0.64,3.48,-1.26
3460,-1.95,1.17,2.39,-0.53,-0.53,4.37,-1.26
3480,1.79,1.2,2.42,-0.28,0.27,4.37,-1.16
3500,5.32,2.29,-2.28,-0.03,1.84,4.37,-1.16
3520,-0.38,7.18,0.88,0.12,3.18,4.37,-1.16
3540,-2.67,10.27,-2.48,0.11,2.94,4.37,-1.0
3560,-4.75,14.49,-1.66,-0.16,2.85,4.37,-1.0
3580,-7.48,17.4,-2.5,-0.26,3.15,4.37,-0.88
3600,-12.1,17.52,-6.01,-0.31,2.33,4.37,-0.88
3620,-17.72,18.68,-7.47,-0.83,1.67,4.37,-0.88
3640,-12.41,11.5,-7.04,-0.7,0.44,4.37,-0.88
3660,-8.07,4.2,-6.94,0.31,0.57,1.8,-0.88
3680,-10.88,7.84,-8.6,0.94,1.44,-1.17,-0.41
3700,-12.03,10.64,-8.18,0.66,1.28,-2.94,-0.41
3720,1.67,19.61,-3.3,-0.57,0.46,-1.77,-0.41
3740,11.12,12.48,10.65,0.37,-2.72,0.45,-0.3
3760,-2.13,10.84,-8.33,1.26,-0.72,-4.37,-0.3
3780,-3.91,12.74,2.53,0.86,0.4,-3.62,-0.81
3800,-2.76,5.09,-2.29,1.59,2.47,-2.49,-0.81
3820,-1.27,8.56,-9.08,0.89,2.55,-2.34,-0.81
3840,-5.95,10.81,-6.16,0.47,1.15,-2.11,-0.81
3860,-9.05,10.19,-3.83,0.27,-0.97,-1.03,-0.81
3880,-4.92,9.87,-3.7,0.06,-2.67,-0.29,-0.94
3900,0.69,10.35,-2.64,-0.02,-2.8,0.03,-0.94
3920,4.84,9.94,-3.92,-0.09,-2.07,-0.41,-0.94
3940,5.2,9.39,-4.34,-0.05,-0.79,-1.0,-0.99
3960,1.52,8.6,-3.73,0.12,0.22,-1.01,-0.99
3980,-1.81,8.86,-3.51,0.13,0.11,-0.99,-0.8
4000,-3.24,9.81,-3.83,0.1,-0.76,-0.93,-0.8
4020,-1.9,8.86,-5.18,0.1,-1.65,-0.76,-0.8
4040,0.19,10.31,-3.9,0.06,-2.08,-0.65,-0.8
4060,2.29,11.02,-1.54,-0.06,-2.04,-0.86,-0.8
4080,4.36,10.77,-1.66,-0.13,-1.64,-1.45,-1.08
4100,5.66,12.54,-2.09,-0.2,-0.97,-2.18,-1.08
4120,3.96,13.55,-1.46,-0.22,-0.43,-2.77,-1.08
