Time(ms),accX,accY,accZ,gyX,gyY,gyZ,Pressure
1800,15.15,10.65,-7.09,0.11,-2.48,-0.1,-1.56
1820,3.56,17.35,-8.21,0.21,-1.85,-1.81,-1.57
1840,-3.8,12.75,4.02,-0.64,-0.85,-0.95,-1.57
1860,4.56,8.1,5.18,0.16,-0.55,-0.8,-1.57
1880,15.87,16.52,-14.37,0.1,0.15,-1.59,-1.57
1900,-9.63,17.56,-5.35,-0.5,0.49,-1.83,-1.57
1920,-3.88,3.56,1.18,-0.13,-0.97,-0.89,-1.71
1940,0.27,7.78,-4.69,-0.08,0.1,-0.9,-1.71
1960,-7.37,8.62,-4.26,-0.18,0.49,-0.57,-1.71
1980,0.18,10.7,-4.2,-0.24,-0.14,-0.4,-1.62
2000,0.77,7.49,-3.31,-0.27,0.78,-0.48,-1.62
2020,-5.3,9.93,-2.22,-0.18,0.76,-0.48,-1.95
2040,-3.02,10.49,-1.2,-0.18,0.17,-0.22,-1.95
2060,-1.04,9.64,-2.69,-0.17,0.1,-0.21,-1.95
2080,-1.95,9.56,-2.72,-0.14,-0.05,-0.26,-1.95
2100,-0.17,8.79,-2.79,-0.11,-0.3,-0.22,-1.95
2120,-1.48,8.54,-4.54,-0.05,-0.01,-0.26,-1.62
2140,-2.32,8.87,-3.92,-0.1,-0.05,-0.22,-1.62
2160,-1.28,9.6,-3.01,-0.13,-0.16,-0.23,-1.62
2180,-0.18,9.17,-2.7,-0.11,-0.21,-0.29,-1.71
2200,-1.41,8.92,-3.72,-0.06,-0.06,-0.39,-1.71
2220,-0.91,8.74,-2.76,-0.06,-0.3,-0.43,-1.44
2240,-1.24,8.47,-3.44,-0.04,-0.31,-0.44,-1.44
2260,-3.49,9.78,-3.0,-0.06,-0.33,-0.44,-1.44
2280,-2.73,8.6,-4.79,-0.08,-0.33,-0.37,-1.44
2300,-1.66,10.12,-4.39,-0.11,-0.61,-0.42,-1.44
2320,0.47,8.46,-4.86,-0.24,-0.57,-0.57,-1.72
2340,-0.95,7.5,-4.52,-0.29,-0.09,-0.72,-1.72
2360,-2.43,8.96,-3.51,-0.38,-0.25,-0.79,-1.72
2380,-0.73,8.43,-2.88,-0.46,-0.49,-0.81,-1.54
2400,-0.51,8.29,-3.84,-0.47,-0.04,-1.01,-1.54
2420,-2.47,9.88,-3.12,-0.68,-0.29,-1.21,-1.66
2440,-1.46,7.22,-1.44,-0.68,-0.46,-1.27,-1.66
2460,-2.7,8.61,-1.54,-0.6,-0.11,-1.33,-1.66
2480,-1.74,8.09,-1.9,-0.63,-0.26,-1.42,-1.66
2500,-5.69,8.16,-1.99,-0.66,-0.17,-1.42,-1.66
2520,-3.8,8.76,-2.57,-0.67,-0.58,-1.32,-1.64
2540,-6.69,6.71,-2.53,-0.65,-0.29,-1.43,-1.64
2560,-6.75,7.64,-0.98,-0.66,-0.82,-1.22,-1.64
2580,-4.23,9.78,-2.26,-0.67,-1.05,-1.23,-1.51
2600,-2.95,5.02,-1.6,-0.7,-0.97,-1.36,-1.51
2620,-9.42,9.3,-0.11,-0.59,-0.95,-1.25,-1.67
2640,-4.51,7.51,-0.84,-0.62,-1.17,-1.14,-1.67
2660,-8.41,11.17,-0.98,-0.61,-1.23,-1.25,-1.67
2680,1.73,5.06,0.18,-1.02,-1.36,-1.21,-1.67
2700,-8.91,4.58,-0.84,-0.81,-0.01,-1.37,-1.67
2720,-7.67,12.54,-3.05,-0.84,-0.58,-1.17,-1.46
2740,-7.34,12.69,-0.79,-1.12,-0.63,-1.37,-1.46
2760,-5.49,12.77,-0.83,-1.48,-0.68,-1.56,-1.46
2780,-2.67,2.62,2.46,-1.55,-0.32,-1.71,-1.39
2800,-9.74,1.45,2.73,-1.38,-0.12,-1.54,-1.39
2820,-9.59,10.53,-2.53,-1.33,-0.23,-1.33,-1.46
2840,-5.06,7.4,-3.24,-1.41,0.19,-1.4,-1.46
2860,-7.5,-2.62,0.03,-1.21,0.55,-1.44,-1.46
2880,-11.65,2.23,0.98,-0.95,-0.01,-1.22,-1.46
2900,-12.57,11.12,-0.45,-0.76,-0.44,-1.19,-1.46
2920,-12.55,19.61,-3.03,-0.83,-0.79,-1.23,-1.63
2940,-8.76,19.61,-1.99,-0.83,-0.87,-1.15,-1.63
2960,-8.76,14.37,0.79,-0.81,-0.2,-1.06,-1.63
2980,-6.93,7.15,0.91,-0.73,0.31,-0.79,-1.67
3000,-5.68,1.03,1.77,-0.53,0.6,-0.51,-1.67
3020,-2.11,-4.77,2.56,-0.26,0.86,0.11,-1.72
3040,0.65,-3.2,0.45,-0.15,1.16,1.11,-1.72
3060,3.52,0.89,-1.02,0.41,2.32,1.89,-1.72
3080,-1.55,1.72,-0.4,0.55,2.07,2.32,-1.72
3100,-3.22,1.58,0.75,0.63,1.64,2.95,-1.72
3120,-3.39,2.36,0.31,0.69,1.33,3.66,-1.67
3140,-3.2,2.31,0.59,0.84,0.99,4.02,-1.67
3160,-3.52,2.11,0.59,1.21,0.72,4.2,-1.67
3180,-4.41,3.23,0.47,1.61,0.42,4.37,-1.38
3200,-6.13,4.22,0.95,1.83,-0.14,4.37,-1.38
3220,-5.93,4.79,2.71,1.93,-0.66,4.37,-1.32
3240,-5.3,5.0,3.08,2.15,-0.65,4.37,-1.32
3260,-4.69,7.54,0.84,2.27,0.02,4.11,-1.32
3280,-4.3,11.28,-0.44,1.93,0.89,3.64,-1.32
3300,-4.71,11.74,1.04,1.63,1.72,2.91,-1.32
3320,-6.27,11.89,-0.18,1.3,2.35,2.44,-1.31
3340,-6.0,10.71,-2.28,1.02,2.37,2.37,-1.31
3360,-2.86,10.65,-1.41,0.67,1.23,2.3,-1.31
3380,-2.01,12.84,-2.66,0.03,0.14,1.66,-1.32
3400,-1.9,11.0,-3.17,-0.14,1.01,0.82,-1.32
3420,-1.62,9.5,-2.75,-0.28,0.98,0.46,-1.0
3440,-5.08,8.76,-1.9,-0.18,0.4,0.32,-1.0
3460,-3.71,8.45,-2.13,-0.05,-0.48,0.27,-1.0
3480,-2.25,8.07,-3.57,-0.05,-0.94,0.27,-1.0
3500,-2.53,7.15,-3.09,0.01,-0.92,0.05,-1.0
3520,-1.07,10.03,-0.79,-0.16,-1.34,-0.07,-0.73
3540,-1.99,8.95,-3.41,-0.0,-1.73,-0.4,-0.73
3560,-9.43,4.87,-3.73,0.7,-2.49,-1.76,-0.73
3580,0.9,19.61,0.82,-0.59,-3.1,-2.25,-0.55
3600,19.61,9.91,-13.15,0.29,-2.61,0.09,-0.55
3620,17.38,19.05,-16.27,0.29,-0.14,-2.78,-1.11
3640,-3.62,19.09,0.24,-0.16,0.05,-1.93,-1.11
3660,-4.42,8.81,7.72,-0.59,0.1,-1.67,-1.11
3680,-9.69,-2.1,-0.81,-0.29,0.91,-1.14,-1.11
3700,-9.43,12.2,-16.58,0.59,0.2,-0.7,-1.11
3720,17.98,19.61,16.49,-1.44,-4.15,0.33,-1.03
3740,7.72,-9.66,-4.93,-0.06,3.71,-1.55,-1.03
3760,-19.61,15.57,-9.48,-0.09,2.28,-1.15,-1.03
3780,-7.19,6.78,-1.89,-0.23,-0.43,0.41,-0.91
3800,1.58,8.64,-4.89,-0.08,-0.14,0.13,-0.91
3820,-3.53,10.39,-3.21,-0.28,0.52,0.08,-1.12
3840,-3.29,8.9,-2.12,-0.26,0.02,0.18,-1.12
3860,-0.38,8.48,-2.39,-0.15,-0.06,0.27,-1.12
3880,-0.18,9.28,-2.71,-0.17,0.11,0.05,-0.83
3900,-0.54,8.98,-2.65,-0.19,0.18,-0.06,-0.83
3920,-0.67,9.35,-1.61,-0.2,-0.12,-0.22,-0.83
3940,0.35,9.79,-2.37,-0.23,-0.29,-0.37,-0.83
3960,1.9,8.52,-2.87,-0.26,-0.22,-0.63,-0.83
3980,1.27,8.31,-3.6,-0.27,0.08,-0.9,-0.87
4000,-2.31,9.04,-2.89,-0.32,0.19,-1.08,-0.87
4020,-0.86,9.4,-2.36,-0.41,-0.09,-1.15,-0.78
4040,1.66,8.8,-2.65,-0.57,-0.26,-1.39,-0.78
4060,-2.09,8.83,-1.18,-0.62,-0.3,-1.72,-0.78
4080,-4.59,8.43,-1.85,-0.57,-0.41,-1.71,-0.85
4100,-2.92,8.56,-2.11,-0.7,-0.91,-1.67,-0.85
4120,-5.37,7.79,-1.07,-0.69,-0.76,-1.68,-0.85
4140,-4.55,9.57,-1.96,-0.64,-0.92,-1.63,-0.85
4160,-3.1,7.22,-3.02,-0.74,-0.78,-1.73,-0.85
4180,-6.71,6.78,-2.07,-0.71,-0.63,-1.69,-0.79
4200,-7.26,7.68,-0.32,-0.65,-0.98,-1.6,-0.79
4220,-3.48,7.5,-0.54,-0.82,-1.43,-1.61,-0.86
4240,-7.13,5.58,-0.32,-0.73,-1.06,-1.63,-0.86
4260,-5.99,8.07,-0.23,-0.71,-1.12,-1.57,-0.86
4280,-5.68,10.4,-1.1,-0.82,-1.17,-1.58,-0.83
4300,-4.47,4.88,-0.95,-0.85,-0.58,-1.73,-0.83
4320,-7.69,4.41,-1.23,-0.76,-0.47,-1.69,-0.83
4340,-9.66,10.91,-2.07,-0.7,-0.79,-1.66,-0.83
4360,-10.1,16.61,-2.68,-0.84,-1.14,-1.89,-0.83
4380,-6.43,8.37,1.64,-1.22,-1.2,-1.93,-0.99
4400,-5.66,4.58,3.44,-1.56,-0.63,-1.62,-0.99
4420,-10.91,12.26,0.86,-1.78,0.0,-1.47,-1.03
4440,-12.45,19.61,-4.88,-2.15,0.46,-1.3,-1.03
4460,-9.56,19.61,-5.01,-1.96,0.01,-1.18,-1.03
4480,-7.8,11.07,-3.84,-1.07,-0.15,-1.04,-0.83
4500,-7.97,3.96,-0.32,-0.52,0.11,-0.6,-0.83
4520,-10.34,-3.51,2.48,-0.46,0.63,-0.36,-0.83
4540,-11.99,-5.45,4.53,0.07,0.57,-0.57,-0.83
4560,-2.02,1.25,-0.91,0.13,0.84,0.75,-0.83
4580,7.48,-2.08,-0.92,0.67,1.66,1.67,-1.11
4600,-0.33,0.28,-3.06,1.46,2.48,1.47,-1.11
4620,-3.69,0.8,-0.76,1.5,2.29,2.36,-0.89
4640,-4.23,1.48,-0.17,1.49,1.58,3.07,-0.89
4660,-4.08,1.68,0.58,1.47,0.87,3.78,-0.89
